filename,width,height,class,xmin,ymin,xmax,ymax
/content/Ouhands_bounding/train_colour/A-mka-0003.png,640,480,A,177,186,326,341
/content/Ouhands_bounding/train_colour/A-mka-0004.png,640,480,A,196,268,348,415
/content/Ouhands_bounding/train_colour/A-mka-0005.png,640,480,A,182,196,337,357
/content/Ouhands_bounding/train_colour/A-mka-0006.png,640,480,A,196,268,344,415
/content/Ouhands_bounding/train_colour/A-mka-0007.png,640,480,A,182,186,335,343
/content/Ouhands_bounding/train_colour/A-mka-0008.png,640,480,A,199,268,351,412
/content/Ouhands_bounding/train_colour/A-mka-0009.png,640,480,A,169,186,326,347
/content/Ouhands_bounding/train_colour/A-mka-0010.png,640,480,A,184,206,340,354
/content/Ouhands_bounding/train_colour/A-mkb-0001.png,640,480,A,238,232,386,409
/content/Ouhands_bounding/train_colour/A-mkb-0002.png,640,480,A,214,232,360,426
/content/Ouhands_bounding/train_colour/A-mkb-0003.png,640,480,A,231,247,385,412
/content/Ouhands_bounding/train_colour/A-mkb-0004.png,640,480,A,245,242,398,420
/content/Ouhands_bounding/train_colour/A-mkb-0005.png,640,480,A,261,201,411,367
/content/Ouhands_bounding/train_colour/A-mkb-0006.png,640,480,A,269,222,416,395
/content/Ouhands_bounding/train_colour/A-mkb-0007.png,640,480,A,255,212,408,391
/content/Ouhands_bounding/train_colour/A-mkb-0008.png,640,480,A,303,237,461,413
/content/Ouhands_bounding/train_colour/A-mkb-0009.png,640,480,A,291,247,439,408
/content/Ouhands_bounding/train_colour/A-mkb-0010.png,640,480,A,244,242,385,410
/content/Ouhands_bounding/train_colour/A-mma-0001.png,640,480,A,146,120,333,347
/content/Ouhands_bounding/train_colour/A-mma-0002.png,640,480,A,71,181,255,420
/content/Ouhands_bounding/train_colour/A-mma-0003.png,640,480,A,169,170,310,347
/content/Ouhands_bounding/train_colour/A-mma-0004.png,640,480,A,153,135,325,333
/content/Ouhands_bounding/train_colour/A-mma-0005.png,640,480,A,166,227,312,365
/content/Ouhands_bounding/train_colour/A-mma-0006.png,640,480,A,138,114,317,348
/content/Ouhands_bounding/train_colour/A-mma-0007.png,640,480,A,155,217,345,441
/content/Ouhands_bounding/train_colour/A-mma-0008.png,640,480,A,144,136,335,335
/content/Ouhands_bounding/train_colour/A-mma-0009.png,640,480,A,146,222,333,434
/content/Ouhands_bounding/train_colour/A-mma-0010.png,640,480,A,134,114,345,312
/content/Ouhands_bounding/train_colour/A-mmb-0001.png,640,480,A,122,89,356,348
/content/Ouhands_bounding/train_colour/A-mmb-0002.png,640,480,A,141,125,337,335
/content/Ouhands_bounding/train_colour/A-mmb-0003.png,640,480,A,143,120,335,318
/content/Ouhands_bounding/train_colour/A-mmb-0004.png,640,480,A,107,146,371,416
/content/Ouhands_bounding/train_colour/A-mmb-0005.png,640,480,A,91,91,387,381
/content/Ouhands_bounding/train_colour/A-mmb-0006.png,640,480,A,134,42,345,344
/content/Ouhands_bounding/train_colour/A-mmb-0007.png,640,480,A,94,134,384,400
/content/Ouhands_bounding/train_colour/A-mmb-0008.png,640,480,A,141,118,338,376
/content/Ouhands_bounding/train_colour/A-mmb-0009.png,640,480,A,71,146,345,409
/content/Ouhands_bounding/train_colour/A-mmb-0010.png,640,480,A,99,91,380,384
/content/Ouhands_bounding/train_colour/A-mmc-0001.png,640,480,A,155,198,330,433
/content/Ouhands_bounding/train_colour/A-mmc-0002.png,640,480,A,119,104,340,384
/content/Ouhands_bounding/train_colour/A-mmc-0003.png,640,480,A,165,132,395,421
/content/Ouhands_bounding/train_colour/A-mmc-0004.png,640,480,A,273,155,439,342
/content/Ouhands_bounding/train_colour/A-mmc-0005.png,640,480,A,127,171,337,411
/content/Ouhands_bounding/train_colour/A-mmc-0006.png,640,480,A,145,171,301,353
/content/Ouhands_bounding/train_colour/A-mmc-0007.png,640,480,A,285,202,518,445
/content/Ouhands_bounding/train_colour/A-mmc-0008.png,640,480,A,274,201,425,352
/content/Ouhands_bounding/train_colour/A-mmc-0009.png,640,480,A,80,104,322,402
/content/Ouhands_bounding/train_colour/A-mmc-0010.png,640,480,A,76,181,285,414
/content/Ouhands_bounding/train_colour/A-mmd-0001.png,640,480,A,173,176,316,382
/content/Ouhands_bounding/train_colour/A-mmd-0002.png,640,480,A,231,201,330,336
/content/Ouhands_bounding/train_colour/A-mmd-0003.png,640,480,A,83,206,204,391
/content/Ouhands_bounding/train_colour/A-mmd-0004.png,640,480,A,127,139,285,342
/content/Ouhands_bounding/train_colour/A-mmd-0005.png,640,480,A,146,150,300,369
/content/Ouhands_bounding/train_colour/A-mmd-0006.png,640,480,A,159,237,289,421
/content/Ouhands_bounding/train_colour/A-mmd-0007.png,640,480,A,214,181,344,367
/content/Ouhands_bounding/train_colour/A-mmd-0008.png,640,480,A,156,165,289,337
/content/Ouhands_bounding/train_colour/A-mmd-0009.png,640,480,A,247,196,360,334
/content/Ouhands_bounding/train_colour/A-mmd-0010.png,640,480,A,164,145,315,336
/content/Ouhands_bounding/train_colour/A-msa-0001.png,640,480,A,140,166,333,386
/content/Ouhands_bounding/train_colour/A-msa-0002.png,640,480,A,151,165,327,420
/content/Ouhands_bounding/train_colour/A-msa-0003.png,640,480,A,146,171,319,420
/content/Ouhands_bounding/train_colour/A-msa-0004.png,640,480,A,208,150,402,377
/content/Ouhands_bounding/train_colour/A-msa-0005.png,640,480,A,138,191,338,420
/content/Ouhands_bounding/train_colour/A-msa-0006.png,640,480,A,185,167,367,384
/content/Ouhands_bounding/train_colour/A-msa-0007.png,640,480,A,154,160,331,420
/content/Ouhands_bounding/train_colour/A-msa-0008.png,640,480,A,210,150,397,375
/content/Ouhands_bounding/train_colour/A-msa-0009.png,640,480,A,146,167,318,420
/content/Ouhands_bounding/train_colour/A-msa-0010.png,640,480,A,137,187,340,420
/content/Ouhands_bounding/train_colour/A-msb-0001.png,640,480,A,129,145,335,372
/content/Ouhands_bounding/train_colour/A-msb-0002.png,640,480,A,136,180,299,391
/content/Ouhands_bounding/train_colour/A-msb-0003.png,640,480,A,113,158,320,408
/content/Ouhands_bounding/train_colour/A-msb-0004.png,640,480,A,145,185,300,376
/content/Ouhands_bounding/train_colour/A-msb-0005.png,640,480,A,186,104,404,337
/content/Ouhands_bounding/train_colour/A-msb-0006.png,640,480,A,85,160,285,438
/content/Ouhands_bounding/train_colour/A-msb-0007.png,640,480,A,125,135,336,377
/content/Ouhands_bounding/train_colour/A-msb-0008.png,640,480,A,179,104,398,327
/content/Ouhands_bounding/train_colour/A-msb-0009.png,640,480,A,139,182,297,368
/content/Ouhands_bounding/train_colour/A-msb-0010.png,640,480,A,184,103,399,334
/content/Ouhands_bounding/train_colour/A-psa-0001.png,640,480,A,107,121,371,374
/content/Ouhands_bounding/train_colour/A-psa-0002.png,640,480,A,114,172,365,398
/content/Ouhands_bounding/train_colour/A-psa-0003.png,640,480,A,63,75,420,405
/content/Ouhands_bounding/train_colour/A-psa-0004.png,640,480,A,106,174,374,430
/content/Ouhands_bounding/train_colour/A-psa-0005.png,640,480,A,138,191,340,407
/content/Ouhands_bounding/train_colour/A-psa-0006.png,640,480,A,121,233,357,466
/content/Ouhands_bounding/train_colour/A-psa-0007.png,640,480,A,75,116,403,436
/content/Ouhands_bounding/train_colour/A-psa-0008.png,640,480,A,102,141,377,412
/content/Ouhands_bounding/train_colour/A-psa-0009.png,640,480,A,99,77,380,356
/content/Ouhands_bounding/train_colour/A-psa-0010.png,640,480,A,94,136,384,411
/content/Ouhands_bounding/train_colour/A-rha-0001.png,640,480,A,232,99,484,343
/content/Ouhands_bounding/train_colour/A-rha-0002.png,640,480,A,184,104,418,327
/content/Ouhands_bounding/train_colour/A-rha-0003.png,640,480,A,227,99,478,345
/content/Ouhands_bounding/train_colour/A-rha-0004.png,640,480,A,195,115,475,396
/content/Ouhands_bounding/train_colour/A-rha-0005.png,640,480,A,284,124,511,346
/content/Ouhands_bounding/train_colour/A-rha-0006.png,640,480,A,212,115,470,374
/content/Ouhands_bounding/train_colour/A-rha-0007.png,640,480,A,197,125,442,365
/content/Ouhands_bounding/train_colour/A-rha-0008.png,640,480,A,172,104,416,343
/content/Ouhands_bounding/train_colour/A-rha-0009.png,640,480,A,287,135,508,345
/content/Ouhands_bounding/train_colour/A-rha-0010.png,640,480,A,197,120,476,398
/content/Ouhands_bounding/train_colour/A-rsa-0001.png,640,480,A,295,150,464,326
/content/Ouhands_bounding/train_colour/A-rsa-0002.png,640,480,A,262,177,522,425
/content/Ouhands_bounding/train_colour/A-rsa-0003.png,640,480,A,265,177,542,420
/content/Ouhands_bounding/train_colour/A-rsa-0004.png,640,480,A,333,232,508,386
/content/Ouhands_bounding/train_colour/A-rsa-0005.png,640,480,A,290,156,469,326
/content/Ouhands_bounding/train_colour/A-rsa-0006.png,640,480,A,316,207,509,370
/content/Ouhands_bounding/train_colour/A-rsa-0007.png,640,480,A,310,205,498,368
/content/Ouhands_bounding/train_colour/A-rsa-0008.png,640,480,A,341,255,514,420
/content/Ouhands_bounding/train_colour/A-rsa-0009.png,640,480,A,263,174,525,409
/content/Ouhands_bounding/train_colour/A-rsa-0010.png,640,480,A,323,238,507,409
/content/Ouhands_bounding/train_colour/A-sta-0001.png,640,480,A,223,150,378,324
/content/Ouhands_bounding/train_colour/A-sta-0002.png,640,480,A,260,109,419,294
/content/Ouhands_bounding/train_colour/A-sta-0003.png,640,480,A,279,145,413,306
/content/Ouhands_bounding/train_colour/A-sta-0004.png,640,480,A,274,186,430,383
/content/Ouhands_bounding/train_colour/A-sta-0005.png,640,480,A,333,150,471,353
/content/Ouhands_bounding/train_colour/A-sta-0006.png,640,480,A,234,145,385,323
/content/Ouhands_bounding/train_colour/A-sta-0007.png,640,480,A,279,181,427,349
/content/Ouhands_bounding/train_colour/A-sta-0008.png,640,480,A,342,144,499,347
/content/Ouhands_bounding/train_colour/A-sta-0009.png,640,480,A,224,155,380,342
/content/Ouhands_bounding/train_colour/A-sta-0010.png,640,480,A,269,181,417,350
/content/Ouhands_bounding/train_colour/A-vka-0001.png,640,480,A,183,227,297,355
/content/Ouhands_bounding/train_colour/A-vka-0002.png,640,480,A,244,227,374,357
/content/Ouhands_bounding/train_colour/A-vka-0003.png,640,480,A,242,226,372,343
/content/Ouhands_bounding/train_colour/A-vka-0004.png,640,480,A,148,232,258,364
/content/Ouhands_bounding/train_colour/A-vka-0005.png,640,480,A,211,217,338,350
/content/Ouhands_bounding/train_colour/A-vka-0006.png,640,480,A,123,234,255,364
/content/Ouhands_bounding/train_colour/A-vka-0007.png,640,480,A,231,217,365,342
/content/Ouhands_bounding/train_colour/A-vka-0008.png,640,480,A,169,229,291,357
/content/Ouhands_bounding/train_colour/A-vka-0009.png,640,480,A,239,217,368,357
/content/Ouhands_bounding/train_colour/A-vka-0010.png,640,480,A,215,227,345,355
/content/Ouhands_bounding/train_colour/A-vkb-0001.png,640,480,A,162,182,386,391
/content/Ouhands_bounding/train_colour/A-vkb-0002.png,640,480,A,142,170,389,399
/content/Ouhands_bounding/train_colour/A-vkb-0003.png,640,480,A,113,155,364,388
/content/Ouhands_bounding/train_colour/A-vkb-0004.png,640,480,A,200,173,413,366
/content/Ouhands_bounding/train_colour/A-vkb-0005.png,640,480,A,120,151,359,381
/content/Ouhands_bounding/train_colour/A-vkb-0006.png,640,480,A,111,182,355,407
/content/Ouhands_bounding/train_colour/A-vkb-0007.png,640,480,A,183,187,395,387
/content/Ouhands_bounding/train_colour/A-vkb-0008.png,640,480,A,162,182,385,390
/content/Ouhands_bounding/train_colour/A-vkb-0009.png,640,480,A,196,228,405,393
/content/Ouhands_bounding/train_colour/A-vkb-0010.png,640,480,A,119,146,369,368
/content/Ouhands_bounding/train_colour/A-xla-0001.png,640,480,A,167,164,331,349
/content/Ouhands_bounding/train_colour/A-xla-0002.png,640,480,A,238,156,410,329
/content/Ouhands_bounding/train_colour/A-xla-0003.png,640,480,A,239,166,406,338
/content/Ouhands_bounding/train_colour/A-xla-0004.png,640,480,A,232,160,393,342
/content/Ouhands_bounding/train_colour/A-xla-0005.png,640,480,A,197,121,408,337
/content/Ouhands_bounding/train_colour/A-xla-0006.png,640,480,A,243,161,406,332
/content/Ouhands_bounding/train_colour/A-xla-0007.png,640,480,A,206,131,416,363
/content/Ouhands_bounding/train_colour/A-xla-0008.png,640,480,A,258,131,461,337
/content/Ouhands_bounding/train_colour/A-xla-0009.png,640,480,A,249,135,407,306
/content/Ouhands_bounding/train_colour/A-xla-0010.png,640,480,A,222,166,400,337
/content/Ouhands_bounding/train_colour/A-zba-0001.png,640,480,A,331,166,518,380
/content/Ouhands_bounding/train_colour/A-zba-0002.png,640,480,A,331,194,481,355
/content/Ouhands_bounding/train_colour/A-zba-0003.png,640,480,A,312,176,497,403
/content/Ouhands_bounding/train_colour/A-zba-0004.png,640,480,A,343,201,490,399
/content/Ouhands_bounding/train_colour/A-zba-0005.png,640,480,A,328,189,470,368
/content/Ouhands_bounding/train_colour/A-zba-0006.png,640,480,A,343,161,530,379
/content/Ouhands_bounding/train_colour/A-zba-0007.png,640,480,A,339,197,485,404
/content/Ouhands_bounding/train_colour/A-zba-0008.png,640,480,A,337,151,554,384
/content/Ouhands_bounding/train_colour/A-zba-0009.png,640,480,A,328,183,464,360
/content/Ouhands_bounding/train_colour/A-zba-0010.png,640,480,A,311,176,497,394
/content/Ouhands_bounding/train_colour/B-ima-0001.png,640,480,B,117,113,363,400
/content/Ouhands_bounding/train_colour/B-ima-0002.png,640,480,B,158,19,495,384
/content/Ouhands_bounding/train_colour/B-ima-0003.png,640,480,B,70,2,512,399
/content/Ouhands_bounding/train_colour/B-ima-0004.png,640,480,B,20,6,472,439
/content/Ouhands_bounding/train_colour/B-ima-0005.png,640,480,B,168,30,506,384
/content/Ouhands_bounding/train_colour/B-ima-0006.png,640,480,B,189,56,506,378
/content/Ouhands_bounding/train_colour/B-ima-0007.png,640,480,B,157,24,493,384
/content/Ouhands_bounding/train_colour/B-ima-0008.png,640,480,B,128,118,369,389
/content/Ouhands_bounding/train_colour/B-ima-0009.png,640,480,B,158,16,496,384
/content/Ouhands_bounding/train_colour/B-ima-0010.png,640,480,B,109,107,357,375
/content/Ouhands_bounding/train_colour/B-jha-0001.png,640,480,B,219,77,420,269
/content/Ouhands_bounding/train_colour/B-jha-0002.png,640,480,B,133,149,332,341
/content/Ouhands_bounding/train_colour/B-jha-0003.png,640,480,B,146,160,343,357
/content/Ouhands_bounding/train_colour/B-jha-0004.png,640,480,B,243,77,440,272
/content/Ouhands_bounding/train_colour/B-jha-0005.png,640,480,B,156,133,352,326
/content/Ouhands_bounding/train_colour/B-jha-0006.png,640,480,B,239,74,440,268
/content/Ouhands_bounding/train_colour/B-jha-0007.png,640,480,B,131,141,333,336
/content/Ouhands_bounding/train_colour/B-jha-0008.png,640,480,B,254,71,429,274
/content/Ouhands_bounding/train_colour/B-jha-0009.png,640,480,B,130,152,333,341
/content/Ouhands_bounding/train_colour/B-jha-0010.png,640,480,B,192,82,392,279
/content/Ouhands_bounding/train_colour/B-jhb-0001.png,640,480,B,210,160,411,405
/content/Ouhands_bounding/train_colour/B-jhb-0002.png,640,480,B,215,196,415,445
/content/Ouhands_bounding/train_colour/B-jhb-0003.png,640,480,B,168,139,376,378
/content/Ouhands_bounding/train_colour/B-jhb-0004.png,640,480,B,201,191,412,452
/content/Ouhands_bounding/train_colour/B-jhb-0005.png,640,480,B,153,124,364,353
/content/Ouhands_bounding/train_colour/B-jhb-0006.png,640,480,B,212,176,434,453
/content/Ouhands_bounding/train_colour/B-jhb-0007.png,640,480,B,213,181,441,447
/content/Ouhands_bounding/train_colour/B-jhb-0008.png,640,480,B,145,108,359,363
/content/Ouhands_bounding/train_colour/B-jhb-0009.png,640,480,B,221,145,450,416
/content/Ouhands_bounding/train_colour/B-jhb-0010.png,640,480,B,172,139,383,390
/content/Ouhands_bounding/train_colour/B-jya-0001.png,640,480,B,258,45,463,295
/content/Ouhands_bounding/train_colour/B-jya-0002.png,640,480,B,287,94,479,305
/content/Ouhands_bounding/train_colour/B-jya-0003.png,640,480,B,274,66,457,261
/content/Ouhands_bounding/train_colour/B-jya-0004.png,640,480,B,268,32,488,311
/content/Ouhands_bounding/train_colour/B-jya-0005.png,640,480,B,261,45,462,268
/content/Ouhands_bounding/train_colour/B-jya-0006.png,640,480,B,263,40,478,299
/content/Ouhands_bounding/train_colour/B-jya-0007.png,640,480,B,282,66,478,284
/content/Ouhands_bounding/train_colour/B-jya-0008.png,640,480,B,287,15,525,285
/content/Ouhands_bounding/train_colour/B-jya-0009.png,640,480,B,283,92,469,292
/content/Ouhands_bounding/train_colour/B-jya-0010.png,640,480,B,256,51,460,271
/content/Ouhands_bounding/train_colour/B-mka-0001.png,640,480,B,164,176,419,416
/content/Ouhands_bounding/train_colour/B-mka-0002.png,640,480,B,224,13,498,250
/content/Ouhands_bounding/train_colour/B-mka-0003.png,640,480,B,229,24,509,259
/content/Ouhands_bounding/train_colour/B-mka-0004.png,640,480,B,113,145,387,399
/content/Ouhands_bounding/train_colour/B-mka-0005.png,640,480,B,154,83,461,358
/content/Ouhands_bounding/train_colour/B-mka-0006.png,640,480,B,162,173,418,409
/content/Ouhands_bounding/train_colour/B-mka-0007.png,640,480,B,245,77,529,321
/content/Ouhands_bounding/train_colour/B-mka-0008.png,640,480,B,123,186,453,479
/content/Ouhands_bounding/train_colour/B-mka-0009.png,640,480,B,224,5,503,249
/content/Ouhands_bounding/train_colour/B-mka-0010.png,640,480,B,176,66,484,342
/content/Ouhands_bounding/train_colour/B-mkb-0001.png,640,480,B,238,187,455,447
/content/Ouhands_bounding/train_colour/B-mkb-0002.png,640,480,B,210,181,406,442
/content/Ouhands_bounding/train_colour/B-mkb-0003.png,640,480,B,225,165,419,410
/content/Ouhands_bounding/train_colour/B-mkb-0004.png,640,480,B,222,201,447,468
/content/Ouhands_bounding/train_colour/B-mkb-0005.png,640,480,B,226,165,424,420
/content/Ouhands_bounding/train_colour/B-mkb-0006.png,640,480,B,210,171,404,431
/content/Ouhands_bounding/train_colour/B-mkb-0007.png,640,480,B,242,206,453,460
/content/Ouhands_bounding/train_colour/B-mkb-0008.png,640,480,B,237,186,433,430
/content/Ouhands_bounding/train_colour/B-mkb-0009.png,640,480,B,213,165,412,405
/content/Ouhands_bounding/train_colour/B-mkb-0010.png,640,480,B,247,201,460,461
/content/Ouhands_bounding/train_colour/B-mma-0001.png,640,480,B,93,83,454,475
/content/Ouhands_bounding/train_colour/B-mma-0002.png,640,480,B,64,85,415,463
/content/Ouhands_bounding/train_colour/B-mma-0003.png,640,480,B,51,20,428,415
/content/Ouhands_bounding/train_colour/B-mma-0004.png,640,480,B,106,155,372,420
/content/Ouhands_bounding/train_colour/B-mma-0005.png,640,480,B,130,186,349,444
/content/Ouhands_bounding/train_colour/B-mma-0006.png,640,480,B,76,99,402,457
/content/Ouhands_bounding/train_colour/B-mma-0007.png,640,480,B,54,72,424,454
/content/Ouhands_bounding/train_colour/B-mma-0008.png,640,480,B,63,94,415,462
/content/Ouhands_bounding/train_colour/B-mma-0009.png,640,480,B,96,114,382,425
/content/Ouhands_bounding/train_colour/B-mma-0010.png,640,480,B,22,48,457,459
/content/Ouhands_bounding/train_colour/B-mmb-0001.png,640,480,B,116,108,369,378
/content/Ouhands_bounding/train_colour/B-mmb-0002.png,640,480,B,124,170,354,408
/content/Ouhands_bounding/train_colour/B-mmb-0003.png,640,480,B,70,52,409,402
/content/Ouhands_bounding/train_colour/B-mmb-0004.png,640,480,B,154,66,413,339
/content/Ouhands_bounding/train_colour/B-mmb-0005.png,640,480,B,99,165,379,458
/content/Ouhands_bounding/train_colour/B-mmb-0006.png,640,480,B,122,134,357,384
/content/Ouhands_bounding/train_colour/B-mmb-0007.png,640,480,B,120,160,358,411
/content/Ouhands_bounding/train_colour/B-mmb-0008.png,640,480,B,69,57,410,415
/content/Ouhands_bounding/train_colour/B-mmb-0009.png,640,480,B,69,67,410,421
/content/Ouhands_bounding/train_colour/B-mmb-0010.png,640,480,B,99,163,380,463
/content/Ouhands_bounding/train_colour/B-mmc-0001.png,640,480,B,329,196,557,458
/content/Ouhands_bounding/train_colour/B-mmc-0002.png,640,480,B,244,95,573,473
/content/Ouhands_bounding/train_colour/B-mmc-0003.png,640,480,B,224,67,522,414
/content/Ouhands_bounding/train_colour/B-mmc-0004.png,640,480,B,209,104,499,428
/content/Ouhands_bounding/train_colour/B-mmc-0005.png,640,480,B,256,69,566,409
/content/Ouhands_bounding/train_colour/B-mmc-0006.png,640,480,B,209,131,523,462
/content/Ouhands_bounding/train_colour/B-mmc-0007.png,640,480,B,148,26,501,415
/content/Ouhands_bounding/train_colour/B-mmc-0008.png,640,480,B,161,183,406,445
/content/Ouhands_bounding/train_colour/B-mmc-0009.png,640,480,B,109,128,387,438
/content/Ouhands_bounding/train_colour/B-mmc-0010.png,640,480,B,47,38,338,323
/content/Ouhands_bounding/train_colour/B-mmd-0001.png,640,480,B,93,106,361,400
/content/Ouhands_bounding/train_colour/B-mmd-0002.png,640,480,B,144,77,409,389
/content/Ouhands_bounding/train_colour/B-mmd-0003.png,640,480,B,166,101,401,389
/content/Ouhands_bounding/train_colour/B-mmd-0004.png,640,480,B,81,65,358,346
/content/Ouhands_bounding/train_colour/B-mmd-0005.png,640,480,B,118,83,394,390
/content/Ouhands_bounding/train_colour/B-mmd-0006.png,640,480,B,77,32,359,336
/content/Ouhands_bounding/train_colour/B-mmd-0007.png,640,480,B,134,92,399,389
/content/Ouhands_bounding/train_colour/B-mmd-0008.png,640,480,B,23,90,315,391
/content/Ouhands_bounding/train_colour/B-mmd-0009.png,640,480,B,144,82,413,389
/content/Ouhands_bounding/train_colour/B-mmd-0010.png,640,480,B,85,107,358,401
/content/Ouhands_bounding/train_colour/B-msa-0001.png,640,480,B,149,67,462,361
/content/Ouhands_bounding/train_colour/B-msa-0002.png,640,480,B,122,72,438,383
/content/Ouhands_bounding/train_colour/B-msa-0003.png,640,480,B,116,81,401,389
/content/Ouhands_bounding/train_colour/B-msa-0004.png,640,480,B,159,56,454,373
/content/Ouhands_bounding/train_colour/B-msa-0005.png,640,480,B,156,61,422,388
/content/Ouhands_bounding/train_colour/B-msa-0006.png,640,480,B,153,67,469,362
/content/Ouhands_bounding/train_colour/B-msa-0007.png,640,480,B,143,77,435,381
/content/Ouhands_bounding/train_colour/B-msa-0008.png,640,480,B,176,77,435,374
/content/Ouhands_bounding/train_colour/B-msa-0009.png,640,480,B,104,77,383,384
/content/Ouhands_bounding/train_colour/B-msa-0010.png,640,480,B,167,66,422,357
/content/Ouhands_bounding/train_colour/B-msb-0001.png,640,480,B,197,87,414,330
/content/Ouhands_bounding/train_colour/B-msb-0002.png,640,480,B,92,97,349,362
/content/Ouhands_bounding/train_colour/B-msb-0003.png,640,480,B,145,92,381,336
/content/Ouhands_bounding/train_colour/B-msb-0004.png,640,480,B,126,92,378,348
/content/Ouhands_bounding/train_colour/B-msb-0005.png,640,480,B,125,91,380,343
/content/Ouhands_bounding/train_colour/B-msb-0006.png,640,480,B,124,92,379,348
/content/Ouhands_bounding/train_colour/B-msb-0007.png,640,480,B,109,108,361,369
/content/Ouhands_bounding/train_colour/B-msb-0008.png,640,480,B,181,87,411,347
/content/Ouhands_bounding/train_colour/B-msb-0009.png,640,480,B,103,82,316,322
/content/Ouhands_bounding/train_colour/B-msb-0010.png,640,480,B,136,82,394,342
/content/Ouhands_bounding/train_colour/B-psa-0001.png,640,480,B,45,75,340,387
/content/Ouhands_bounding/train_colour/B-psa-0002.png,640,480,B,116,51,377,382
/content/Ouhands_bounding/train_colour/B-psa-0003.png,640,480,B,112,90,366,398
/content/Ouhands_bounding/train_colour/B-psa-0004.png,640,480,B,50,65,338,430
/content/Ouhands_bounding/train_colour/B-psa-0005.png,640,480,B,87,56,392,434
/content/Ouhands_bounding/train_colour/B-psa-0006.png,640,480,B,115,83,363,431
/content/Ouhands_bounding/train_colour/B-psa-0007.png,640,480,B,65,64,413,459
/content/Ouhands_bounding/train_colour/B-psa-0008.png,640,480,B,67,80,411,459
/content/Ouhands_bounding/train_colour/B-psa-0009.png,640,480,B,62,56,359,391
